texto,classificacao
"Não se deixe constranger, porque as falas são exatamente para ver se V. Exa. não coloca suas convicções, mas V. Exa. é uma mulher...",1
"... de convicção, como as mulheres brasileiras são. Então, parabéns por sua eleição!",1
"Eu votei no acordo todo, embora não tenha votado com nenhuma tranquilidade no segundo Vice-Presidente, principalmente porque ele andou dizendo de Vini Jr., dos negros e negras brasileiros. Que isso não se repita neste cenário, que não se repita no Congresso Nacional! Presidente, eu queria dizer que o que nós precisamos aqui - e V. Exa. disse muito bem - é reforçar a questão de uma aliança democrática. O final desse trabalho não pode ser passar as mãos na cabeça daqueles que fizeram uma tentativa de golpe e de abolir a democracia no Brasil. Oito de janeiro não foi uma festa da Selma, não foi um dia em que eles vieram aqui cantarolar cantigas de amor e de alegria. Não. Vieram para dar um golpe, foram convocados para isso. E agora fica claro nas falas do Major Ailton e do Coronel Elcio que isso foi combinado, inclusive com a presença que queriam, de 1,5 mil pessoas, militares das Forças Armadas, para chegar aqui, no dia 8, na antessala do ex-Presidente Jair Bolsonaro.       11:36   R   (Soa a campainha.)",1
"Portanto, Presidente, algo fundamental de ser olhado aqui é quem foram os autores intelectuais, quem foram os mandantes disso. E, olha, tem uma dúvida que paira sobre a cabeça da grande maioria do povo brasileiro: esse principal autor intelectual. É o caso do porco: tem rabo de porco, tem pé de porco, tem barriga de porco, tem focinho de porco, ou é porco, ou é feijoada. No caso do golpe, tinha um interessado: ou é Jair, ou é Bolsonaro. Esse, eu vou querer ver, claro, todo o processo que já existe no Supremo em relação a ele. E aqueles Deputados que também proclamaram o golpe, que são também investigados, como o autor é investigado, investigado por crime de incentivar o golpe, terão também que estar aqui, eles também investigados nesta Casa Legislativa. Portanto, nós tratamos de uma Comissão Parlamentar de Inquérito, que é uma Comissão séria. Nós vimos... E aqui disse a Deputada Erika, com toda certeza: não foram poucos os fatos que relacionam essa tentativa de golpe. As portas, os quartéis viraram ali embrião de golpistas, incentivados pelo próprio ex-Presidente da República, pelo Vice-Presidente da República - e eu termino...",1
"... que dizia para todos que quisessem ouvir, sinalizando para a sociedade inteira, que aguardassem, porque teriam novidades, dizendo isso para aqueles que planejavam o golpe. É claro, foi um processo golpista, não foi uma festa de Selma, isso vai ficar comprovado. Parabéns, Presidente! Estamos na Comissão Parlamentar de Inquérito principalmente para saber quem foi o autor intelectual, embora essa palavra não caiba bem ao ex-Presidente. Nós temos que ver quem foi o mandante, essa palavra cabe bem nele. Obrigado.",1
"Sr. Presidente, mais uma vez eu o cumprimento pela eleição; cumprimento também o Senador Cid Gomes e o Senador Magno Malta, bem como a Relatora, a Senadora Eliziane Gama, e os demais Deputados, Deputadas, Senadores e Senadoras. Sr. Presidente, eu espero muito que esta CPMI... E eu sei que, no que depender de V. Exa., esta CPMI será feita da maneira como ela tem que ser feita, Senador Magno Malta, com seriedade, com isenção, com imparcialidade. Não me parece conveniente a Senadora Relatora desta CPMI antecipar qualquer tipo de prejulgamento, antes mesmo do início da CPMI, antes mesmo das investigações. Eu espero, portanto, Senadora, por quem tenho respeito, que a condução das investigações seja feita da maneira mais isenta possível, porque convém lembrarmos, Senador Izalci, que nós, Oposição, sempre quisemos essa CPMI. Nós nunca negamos essa investigação, ao contrário do Governo, que distribuiu recursos de orçamento secreto, que distribuiu cargos, que fez o diabo para que esta CPMI não acontecesse, e que aconteceu. Ora, se eles já têm a narrativa deles, toda a antecipação de investigação, por que não queriam até o presente momento esta CPMI? Por que fizeram todos os esforços para que esta CPMI não saísse do papel? Até ontem à noite a imprensa relatou; até ontem de madrugada tentaram postergar o início desta CPMI, ao contrário de nós.       11:40   R   Então, vejam a que ponto a gente chega. Os Relatores, aliás, os oradores que falaram antes de mim disseram o seguinte: ""Não, tem Deputado aqui que está investigado"". Mas nós queremos essa investigação desde o início; o Governo, não, Senador Magno Malta. Então, eu espero Relatora, nobre Relatora... (Soa a campainha.)",0
"... Presidente Arthur Maia, que a gente conduza essas investigações da melhor maneira possível, da maneira mais imparcial, para que a gente chegue, de fato, àquilo que ocorreu, com ações e omissões de todos, inclusive já apelando para a Senadora Relatora, como mulher, Relatora, representando as mulheres na Mesa desta CPMI, que tenha um olhar atento às mulheres, principalmente às senhoras de idade, muitas delas que estão hoje com tornozeleira nas suas casas simplesmente porque estavam se manifestando e nem na Praça dos Três Poderes estavam, mas que hoje estão com tornozeleiras nas suas casas certamente acompanhando o desenrolar desta CPMI. Obrigado, Sr. Presidente.",0
"Bem, Presidente, em primeiro lugar quero parabenizar a sua eleição, a eleição da Mesa, e solidarizar-me com a Senadora Eliziane Gama, que nos representa nessa Mesa. E quero dizer, Senadora Eliziane, que eu tenho plena confiança no seu trabalho. Não tenho nenhuma dúvida da sua integridade, da sua competência e da completa honestidade com que sairá de posição majoritária desta Comissão Parlamentar Mista de Inquérito e do seu compromisso com a democracia. Quero dizer, Presidente, que esta CPMI não é dividida entre Governo e oposição. Esta CPMI tem compromisso com a sociedade brasileira, entre a democracia e os que são contra a democracia, é isso que nós vamos investigar. O que aqui está posto para nós é a gente apurar uma tentativa de golpe, de uma abolição violenta do Estado democrático de direito. E não adianta negar que é isso que está em investigação. O que aconteceu em 8 de janeiro não foi o 8 de Janeiro. O que aconteceu no dia 8 de janeiro foi algo planejado, estruturado, construído para invadir os três Poderes da República. Isso não é algo pequeno, não é algo secundário, isso é algo muito grave de atentado contra a democracia brasileira.       11:44   R   Então, essa tentativa de golpe não pode passar impune nem em branco, muito menos sem um aprofundamento muito intenso na apuração que já se faz no Supremo Tribunal Federal, que já se faz no Ministério Público Federal, que é feita pela Polícia Federal, é feita na Câmara Distrital aqui de Brasília, e esta CPMI vai compartilhar... (Soa a campainha.)",1
"... vai se aprofundar com seus instrumentos, porque uma comissão parlamentar de inquérito tem instrumentos importantes para apurar e para aprofundar essa investigação. Aqui não é lugar de lacração; aqui é um lugar sério, porque nós vamos ter que investigar. Vai fazer tumulto quem falta argumento, quem falta uma estratégia séria, onde o fôlego da sua estratégia não alcança. Porque nós vamos ouvir coisas aqui e estratégias que não têm fôlego para se sustentar. Então, o tumulto vai acontecer. Aliás, hoje nós já tivemos demonstrações desse tipo aqui, de tumultuar, de desqualificar, de criar confusão, de interromper. Isso vai acontecer, mas eu tenho certeza de que a sua firmeza vai impedir que isso aconteça, e isso é fundamental. A Presidência da CPMI será a alma dos nossos trabalhos para impedir que esse tumulto prevaleça contra quem quer seriamente preservar... (Interrupção do som.)",1
"... preservar a democracia brasileira e apontar os verdadeiros responsáveis por isso. Do 8 de janeiro, os executores já estão virando réus, já estão em investigação. Eu acho que a importância maior é a investigação da estruturação e do planejamento do que ocorreu no 8 de janeiro... (Soa a campainha.)",1
"... até porque os chamados omissos, facilitadores, esses já estão, muitos deles, sendo punidos. E nós vamos apurar aqui também. Mas os chamados mandantes, financiadores, capilarizadores dessas informações e estímulos, isso aí é responsabilidade nossa. Agora, quero dizer também, Presidente, eu já ouvi aqui hoje que já há algo judicializado no Supremo. Terão outros temas que serão judicializados. Isso aqui vai aparecer, e vocês não se surpreendam com isso, porque há coisas importantes que vão ser judicializadas aqui. No mais, Presidente, conte com a nossa seriedade, com a nossa capacidade de investigação e de estratégia numa CPMI como esta. Obrigada, Presidente.",1
"Sr. Presidente, nobre Deputado Arthur Maia, a presença de V. Exa. na Presidência desta Comissão me tranquiliza muito. E a presença do Deputado... do Senador Magno Malta me deixa mais tranquilo ainda, porque eu conheço V. Exa., é um homem idôneo, é um homem respeitado, é um homem que tem uma brilhante história aqui dentro do nosso país. E digo isso porque V. Exa. já foi atacado aqui nesta Comissão nesta manhã de forma muito injusta. V. Exa. é um homem negro, um homem que pode ser considerado um herói da pátria brasileira por tudo que já fez nas CPIs, quer seja na do tráfico, do crime organizado ou na CPI das nossas crianças que eram vítimas de pedofilia. Então, V. Exa. se sinta abraçado se não por todos, pelo menos por este Deputado. Sr. Presidente, esta CPMI - 8 de Janeiro, se Deus quiser, vai trazer luz e justiça aos injustiçados. É dolorido ouvir todos os dias, quer na grande imprensa, quer lá na Câmara dos Deputados, falar sobre golpistas e terroristas. Golpe. Golpe que aconteceu sem coturno, golpe sem arma de fogo, golpe sem tanque de guerra, golpe sem apoio das Forças Armadas, golpe sem apoio de uma grande nação, uma superpotência, um golpe feito por mulheres, crianças, velhos. Isso é uma forma muito cruel de rotular as pessoas. Vocês acabam com a vida das pessoas falando assim.       11:48   R   Ontem, eu inquiri, na nossa Comissão de Segurança Pública, o general que cuida do... o Ministro do GSI, General Amaro (Marcos). Eu perguntei para ele se ele de fato acreditava em atos terroristas e em golpes. O que me deixou mais tranquilo foi saber que ele, representando o Exército Brasileiro, ali, e o Governo, disse: ""Não, no meu pensamento houve vandalismo"". Se houve vandalismo, então, vamos punir os vândalos, mas não rotular essas pessoas de golpistas e terroristas, porque isso vai ficar marcado para todo o sempre na vida deles. O que aconteceu no nosso país, em 2013, Sr. Presidente? Mais de 30 mil pessoas tentaram invadir aqui o Palácio do Planalto, e não conseguiram; em 2014, 20 mil pessoas tentaram invadir, e não conseguiram; em 2017, 35 mil pessoas tentarem, e não conseguiram; em 2023, menos de 4 mil pessoas fizeram essa arruaça toda. Então, nós temos que descobrir o que houve. No nosso pensamento, houve omissão; no nosso pensamento, houve facilitação, e nós queremos que esta CPMI haja de maneira justa, porque uma injustiça provoca crueldade e destrói a vida das pessoas. No demais, Sr. Presidente, deixo aqui a minha última palavra, falando para todos os Deputados e Senadores de esquerda que é uma hipocrisia falar sobre democracia enquanto eles apoiarem os regimes de Cuba, Venezuela, Nicarágua, Coreia do Norte e até, por que não dizer, da própria China? Então, querem uma democracia aqui, ou uma democracia parecida com a ditadura de lá? Sr. Presidente, que esta CPI faça o trabalho dela e que Deus tenha piedade do Brasil. (Palmas.)",0
"Muito obrigada, Presidente. Bom dia, companheiros, companheiros. Primeiro, parabenizo o Presidente pela eleição. Digo que nós temos total confiança numa condução adequada, equilibrada do trabalho. Então, V. Sa. representa muito bem o Congresso, e temos certeza de que os trabalhos vão ser bem conduzidos. Parabenizo também a Senadora Eliziane Gama, que representa não só a Bancada Feminina, mas também o trabalho equilibrado, pautado na justiça social. Bom, hoje se inicia, oficialmente, a CPMI que vai investigar a tentativa de golpe de Estado, no dia 8 de janeiro, aqui, no Congresso Nacional, mas o nosso mandato, Presidente, está há semanas fazendo um trabalho hercúleo, cruzando dados entre investigados pelo STF, investigados pela AGU e prestação de contas eleitorais. Já chegamos a dados no mínimo suspeitos, que merecem ser explicados aqui, em que pessoas que atuaram no dia 8 de janeiro, destruindo esta Casa, participaram de campanhas eleitorais de Deputados de Minas Gerais eleitos, de candidatos ao Governo de Minas Gerais e outros Parlamentares eleitos e não eleitos.       11:52   R   Então, nós sabemos que quem foi preso no dia 8 de janeiro foram peixes pequenos, e nós temos que chegar aos tubarões, que são os mandantes, os articuladores e financiadores. E imagino eu que esta CPMI chegará a dados surpreendentes, porque repito: pessoas que atuaram aqui no dia 8 de janeiro, tentando um golpe de Estado, quando fazemos os cruzamentos... (Soa a campainha.)",1
"... vemos que essas pessoas atuaram ou financiando campanhas eleitorais, ou trabalhando nessas campanhas de Parlamentares que estão aqui, agora, inclusive. Por isso, o nosso mandato está à total disposição, para fazer um trabalho técnico, e não pautado em emoções ou disputas partidárias, porque o que está em debate aqui é algo muito mais profundo, é evitar que se repita tentativa de golpe no Brasil, tal qual aconteceu em 1964 e tal qual tentaram replicar. Porém, agora, com um cunho fascista, no dia 8 de janeiro. Muito obrigada, Presidente.",1
"Estou aqui, Sr. Presidente.",1
É que o microfone não estava ali.,1
"Bom dia a todos e todas... Só vou pedir o silêncio aqui atrás, por favor, só para eu poder falar. Obrigado. (Intervenção fora do microfone.)",1
Está silêncio...,0
"Não, pedindo respeitosamente.  Se puder... Eu nem comecei a falar, Sr. Presidente.",1
"Obrigado, Sr. Presidente. Quero saudá-lo, saudar também a Senadora Eliziane, muito me orgulha a sua presença aí... Para nós, esta é uma CPI dos atos golpistas contra a democracia, e isso se expressou no dia 8 de janeiro. Mas, no dia 31 de outubro, Bolsonaro não reconheceu o resultado das urnas, e se iniciou um bloqueio de estradas no país inteiro. No dia 1º de novembro, há um vídeo de um Deputado da extrema direita inflamando o povo para ir à rua e chamando o Presidente eleito, Lula, de narcoditador. No dia 12 de dezembro, na diplomação de Lula, houve pânico nas ruas de Brasília e militantes bolsonaristas tentando invadir a sede da Polícia Federal. No dia 24 de dezembro teve uma tentativa de atentado à bomba contra o Aeroporto de Brasília, e um empresário bolsonarista acampado em QG do Exército é indicado como um dos autores. No dia 8 de janeiro, ônibus pagos por empresários bolsonaristas chegam a Brasília para provocar a depredação dos três Poderes. E, no dia 10 de janeiro, uma minuta de golpe é encontrada na casa de Anderson Torres, ex-Ministro da Justiça de Jair Bolsonaro.       11:56   R   Dia 8 de janeiro, no nosso entendimento - e essa investigação, que com seriedade e coragem vamos fazer -, é o sintoma final da lógica da extrema direita. Um atentado contra a democracia, um atentado contra o resultado das urnas. Na verdade, esse grupo político fala disso há muito tempo, inclusive exaltando ditadores, torturadores e o golpe civil e militar de 1964. Só que tem mais um elemento que eu vou querer acrescentar a essa investigação: a participação de grupos fundamentalistas religiosos que capturam a religião para um discurso... (Soa a campainha.)",1
"... de ódio, de beligerância, de violência, de atentados contra a democracia. Qual a materialidade que existe entre determinadas lideranças fundamentalistas que manipulam a fé e a religião para estimular a violência e o atentado contra a democracia? Esse é mais um elemento desse repertório do ódio do fascismo, que nós queremos, com seriedade, investigar. Queremos chegar aos financiadores, aos idealizadores, aos executores, à organização disso dentro das redes sociais e, tristemente, dentro até mesmo de algumas igrejas. Por fim, eu quero aqui, com respeito, também fazer a minha palavra de repúdio ao Segundo-Vice-Presidente, Senador Magno Malta. A cada 28 minutos, um jovem negro é executado neste país. Vinicius Jr. foi alvo de racismo na Europa. E ele conseguiu ridicularizar isso com uma palavra profundamente racista. Entramos... (Interrupção do som.)",1
"Sr. Presidente, a esquerda consegue se superar: eleger um pastor para vir perseguir outros pastores, separando agora também a classe dos pastores, Marco Feliciano, entre os fundamentalistas e os normais, que talvez sejam só aqueles filiados a partidos de esquerda. É inacreditável o poder de divisão! O outro Deputado de esquerda que me antecedeu veio falar aqui que eleitores de Deputados que compõem aqui esta Comissão estavam na Praça dos Três Poderes em 8 de janeiro, logo, os Deputados não mereceriam estar aqui e, por consequência, também devem ser condenados - talvez para cassar, uma cassação do bem - e responsabilizados por todas as atitudes de seus eleitores! Será que a esquerda não se dá conta de que esse canhão, um dia, pode virar contra ela? Ou melhor, muito provavelmente... Tem gente que fala até que tem uma contagem regressiva para virar esse canhão contra a esquerda! Só que, como diz Lenin, se for necessário mudar tudo aquilo que a gente diz para alcançar nosso objetivo, assim nós faremos, até se dizer antifascista, anticomunista ou seja lá o que for conveniente para a narrativa deles. Eu espero, Senadora Eliziane Gama, que nós... Eliziane Gama, nós temos uma boa relação desde que V. Exa. era Deputada. A gente consegue manter um diálogo aberto. Faço muito gosto de que V. Exa. tenha sido escolhida Relatora desta Comissão para que a gente possa seguir tendo essa boa conversa e não mergulhar em um espectro ideológico, o que vai impedir que a gente faça um bom trabalho nesta Comissão. Qual o bom trabalho desta Comissão? É separar o joio do trigo! Meu Deus do céu, teve matéria na Revista Oeste falando que tinha gente infiltrada, pessoas filiadas a partidos de esquerda que estavam dentro da Praça dos Três Poderes. Será que essas pessoas merecem também ser largadas e trancadas num arcabouço; esquecidas as chaves da prisão? Há relatos - e a gente tem aqui que separar o joio do trigo para saber o que é fake news e o que é verdade - de mendigo que foi preso, de pipoqueiro que foi preso, de uberista... A maioria daquelas pessoas ali nunca pegou em armas!       12:00   R   A colocação do Senador Magno Malta foi muito justa: terrorista Cesare Battisti - quatro homicídios qualificados, matou um pai na frente de um filho, deixou outro cadeirante. Me encontrei, quando eu fui na Itália, com Alberto Torregiani. O cara está na cadeira de roda desde os anos 70, vítima do Cesare Battisti. Agora, vamos olhar para aquelas pessoas que foram presas no 8 de janeiro. Será que seriam capazes de fazer tudo isso que um terrorista realmente fez? Essa banalização não é conveniente a ninguém. A internet hoje está num clima em que quem discorda de mim é nazista, banalizando o nazismo. Se jogar no Google aí imagens e der uma olhada nas imagens do que foi o nazismo, o cara deixava a pessoa definhar e, quando ela estava para morrer, empurrava-a numa vala com outras centenas. Isso é nazismo, não é o coleguinha que discordou de você da internet, não. Então, que Deus nos ilumine para nos dar sabedoria e que a gente tenha a serenidade aqui para apurar as omissões, os vândalos infiltrados e também, finalizando, Presidente, as decisões... (Interrupção do som.)",0
"... e também as decisões arbitrárias: advogado que não teve acesso aos autos, cliente que ficou incomunicável, não teve acesso a kit de higiene, mulheres que não poderiam ter acesso a absorventes, mães separadas de filhos e assim por diante. A nossa missão aqui é fazer justiça, Presidente. Muito obrigado. (Palmas.)",0
"Sr. Presidente, a criação de uma CPI presume um fato certo. Então, nós temos um dado real, nós temos um fato concreto. Nós temos a realidade que norteará os trabalhos da Comissão. Entretanto, logo na primeira reunião já fica claro que há duas teses. Uma tese de que havia uma movimentação pacífica e política criticando o Governo do Presidente Lula. Eles estavam andando na rua, olharam o palácio e disseram: ""Bora entrar aqui!"" (Tumulto no recinto.) (Soa a campainha.)",1
"A primeira tese, portanto, é de que era uma manifestação política contra o Governo do Presidente Lula. Mas a realidade derruba essa tese da manifestação política, porque o que houve, de fato, foi uma tentativa de golpe de Estado; não contra o Governo do Presidente Lula, não para reclamar contra as políticas públicas, mas contra a sede dos três Poderes na Praça da República. O ato do dia 8 não se restringe ao Palácio do Planalto. Este Senado Federal foi atacado, a Câmara dos Deputados foi atacada, o Supremo Tribunal Federal foi atacado, e o Palácio do Planalto. Senão, vejamos algumas definições de golpe. ""O golpe de Estado é a derrubada ilegal do poder existente por um pequeno grupo de conspiradores que usam a estratégia de capturar, repentinamente, as instalações e as instituições nevrálgicas do Estado."" Gasparetto, por exemplo, fala: ""Golpes de Estado são característicos do momento em que grupos políticos de oposição extrapolam a legalidade e por vezes fazem uso da violência para derrubar um governo legítimo"". Foi isso que aconteceu. Tanto é assim que na segunda-feira todos os Governadores do país desceram a rampa em solidariedade aos três Poderes. A realização da intervenção federal na Câmara dos Deputados foi na segunda-feira - o Plenário estava aberto. O Senado não estava aberto na segunda, teve que ser feito posteriormente.       12:08   R   (Soa a campainha.)",1
"Portanto, o desafio desta Comissão é fazer a defesa da democracia, a defesa das instituições, do Estado democrático de direito; não é de Governo A e de Governo B. E se a tese da manifestação política for aceita, tudo bem, mas se de fato foi uma tentativa de golpe, ele foi planejado; temos que saber quem planejou. Ele foi financiado; temos que saber quem financiou e temos que saber quem participou. Esse deve ser o principal objetivo dos trabalhos dessa Comissão. Por fim, nunca é demais lembrar: o Governo é vítima dessa tentativa de golpe; não apenas o Governo, mas também Câmara dos Deputados, Senado Federal, Supremo Tribunal Federal e a democracia. E o resultado final dessa investigação tem que ser: mexer com a democracia é crime! Nós não abrimos mão da defesa inconteste, permanente, perene da democracia no país e é a isso que cabe os trabalhos nessa Comissão.",1
"Sr. Presidente, Sras. e Srs. Parlamentares, quero cumprimentar meu colega Deputado Arthur Maia, dizendo que o seu histórico aqui nesta Casa com certeza lhe traz a grandeza para exercer essa função tão importante de presidir esta Comissão, e cumprimentar aqui o meu colega Parlamentar da Bancada do Espírito Santo, Senador Magno Malta. Quis a história que eu atuasse em duas, CPI e CPMI, ao mesmo tempo aqui no Congresso Nacional: sou membro lá da CPI do MST, esse movimento revolucionário antidemocrático que quer desestabilizar a República brasileira, reconhecido por eles mesmos, inclusive, que tem um forte alinhamento nas cozinhas do Palácio do Planalto e de seus ministérios; e, naturalmente, sou membro desta CPMI - 8 de Janeiro. Sr. Presidente, dizem que prevenção e saneamento não dão voto. Posso dizer isso, porque inclusive presidi aqui, junto ao Senado Federal, a Comissão Mista para o novo marco do saneamento básico e vi a teimosia da esquerda brasileira em não resolver o problema do saneamento básico brasileiro, naturalmente nessa perspectiva de que isso não daria voto. Prevenção também não - eu sou um Parlamentar que atua muito ativamente com a defesa civil, com as questões das catástrofes climáticas. E, naturalmente, quero fazer, primeiro, um pedido aqui à nossa Relatora, dado o tempo muito exíguo aqui desta CPMI, naturalmente: que ela possa designar sub-relatorias. O tema é muito grande, o prazo é muito curto, e é impossível imaginar que ela também teria tempo até físico de completar um relatório completo desse período não tendo sub-relatorias. Portanto, faço o pedido à nossa Relatora para que considere realmente criar mais duas ou três sub-relatorias, para que ela possa ser assessorada por colegas Parlamentares. (Soa a campainha.)",0
"Mas quero destacar aqui a linha em que eu atuarei muito aqui nesta Comissão, que é a do crime de prevaricação: quando os agentes públicos faltam com os deveres dos seus cargos. Podemos embutir aí, inclusive, no alinhamento - não sou jurista, como V. Exa. -, até algum ponto, o crime de responsabilidade. Quem está no cargo público - nós que somos Parlamentares, os ministros, os Presidentes da República -, naturalmente tem informações privilegiadas. E eu vou na linha de que muita coisa poderia ter sido feita para que se mantivesse a normalidade e não acontecesse o 8 de janeiro. Muito crime de prevaricação, gente com informação privilegiada, viagens inesperadas de última hora e sem programação oficial de longo prazo, como foi aquela ida do Presidente da República a São Paulo - uma viagem de Presidente da República não se faz com uma corrida de Uber -, a razão da sua saída de Brasília e, naturalmente, muita gente do Palácio do Planalto que tinha informação privilegiada e nada fez. E estranhamente... Vamos investigar por que a mudança de postura do Governo com... (Interrupção do som.)",0
"Seu amigo desde então. Eu quero, mais uma vez, cumprimentar o Presidente Arthur Maia, renovar aqui a minha confiança e o meu propósito de ajudar tanto o seu trabalho quanto o trabalho da Senadora Eliziane Gama - eu que já fui lobista para ela ser Relatora; ela sabe disso. Eu fui lobista para ela ser Relatora, ou não fui?",0
"Então, tá. Estamos na mesma página. Então, é com muita alegria...",0
"E a minha alegria é tanto musical quanto em prosa. E desejar que ela saia bem, que honre o mandato, que agora é acrescido por essa missão.       12:16   R   Quero estender este cumprimento ao Senador Cid Gomes e ao Senador Magno Malta. Eu não fiz nenhuma objeção que arranhasse o relacionamento pessoal que tenho com ambos. Fiz uma observação de natureza regimental. Procuro ser zeloso, até para me autoconter. Já agradeci o gesto de grandeza, de reconhecimento do Senador Randolfe, portanto estamos zerados - mas temos que ficar na mesma página, não zerados. Tudo que se disse aqui é fruto da convicção de cada um. E a nossa convicção ainda tem um condicionante: nós temos um partido político, nós não somos neutros. Agora, temos que ter conduta, especialmente o Presidente, que seja de equilíbrio já que existem vertentes, narrativas e convicções diferentes. E, para colocar tudo na mesma página sem revogar nenhuma, eu digo: os atos cometidos... (Soa a campainha.)",0
"... que estão sendo investigados terão que ser investigados por nós também. Eu vou pedir o meu tempo... O segredo de confissão que está lhe sendo contado vai ser descontado do meu tempo.  Eu respeito muito o confessionário. (Risos.) Então, só o interrompo, porque...",0
"Eu quase fui jesuíta, mas nunca gostaria de ter sido confessor, porque eu não sei se eu sei guardar segredo. Só quero dizer o seguinte, já que estamos falando de... O confiteor, Senadora Eliziane, abrange pensamentos e palavras, atos e omissões. Eu apresentei três requerimentos já. E um deles focaliza claramente a... (Interrupção do som.)",0
"Nós recebemos o relatório do GSI no dia 20 de janeiro. O Ministério Público só pediu isso ao Ministro Alexandre Moraes, que é o coordenador dessas investigações, em abril. E o Ministro Moraes, que é muito rápido, só mandou pedir o relatório em maio - maio agora. Nesse relatório, cujo sigilo eu peço pela quinta vez que seja quebrado e que já foi divulgado - tomem nota -, às 19h40 do dia 6 de janeiro, todo o Sistema Brasileiro de Inteligência, 48 agências, recebeu a seguinte notícia: haverá invasão do Congresso Nacional. Dia 6 de janeiro, 48 agências - vamos chamar de 48 caixas postais -, com as suas sucursais. A Polícia Federal é contada uma vez só; os seus 28 departamentos estaduais e distrital não estão nesse conto. Polícia Rodoviária Federal; célula integrada de inteligência do Ministério da Justiça - célula integrada de inteligência...       12:20   R   Então, nós também temos o dever de investigar as omissões porque tanto a investigação do Supremo quanto a do Distrito Federal não estão sendo ágeis. Pelas datas que eu já apresentei isso está bem claro. Então, eu concluo dizendo que respeitemos as narrativas, as convicções, mas não nos esqueçamos da última confissão do confiteor. Palavras, pensamentos, atos de vandalismo - pode botar o adjetivo que quiser -, mas não esqueçamos das omissões, porque as omissões são tão criminosas quanto as ações. Muito obrigado.",0
"Sr. Presidente, bom dia a todos e todas. Começo a minha fala parabenizando V. Exa. pela eleição, pela Presidência, pela estabilidade que trará para os trabalhos desta Casa, ao Senador Magno Malta, à Senadora Eliziane e destacar aqui a forma democrática como esta Mesa foi construída. Nós percebemos aqui uma Senadora do PSD, um Deputado do União Brasil, Senador do PL, Senador do PDT, ou seja, há a presença de partidos diferentes, de ideologias diferentes. Isso é muito importante para a isenção técnica dessas investigações. Destaco também a importância da Senadora Eliziane na condução desta relatoria; Senadora Eliziane, que eu conheço muito bem, sei da experiência, inclusive nas investigações que realizou em outras CPIs, como, por exemplo, a CPI da covid, a CPI que combateu o abuso ao direito da criança e do adolescente, a CPI que combateu os pedófilos, criminosos e fizeram com que eles fossem punidos com todo o rigor que a lei prevê. E destaco que o meu coração está em alegria com a formação dessa Mesa, pois a Bíblia nos ensina, no livro de Provérbios 29: quando o justo governa, o povo se alegra; quando o ímpio domina, o povo padece, sofre, geme. E essa responsabilidade recai sobre os nossos ombros. Que deixemos de compartilhar aqui, nesta Casa, teses folclóricas, teses que não têm respaldo na lei e em nenhum documento. São feitas afirmações alegando suspeição que não têm presença, não têm fundamento sequer no Código de Processo Penal brasileiro. O comportamento de alguns Parlamentares aqui demonstra, sim, o medo dessa investigação e, infelizmente, o que nós estamos percebendo são Deputados, são Parlamentares de extrema direita querendo criar obstáculos para o início desse trabalho. E é por essa razão e nesse sentido que eu peço a V. Exas., aos nossos Senadores, aos nossos Deputados... (Soa a campainha.)",1
"... que possamos trazer estabilidade a este trabalho, sem qualquer tipo de intenção de criar obstáculo. Nós precisamos investigar e combater a corrupção, combater aqueles que descumpriram a lei, demonstrar que o crime não compensa. Não vamos permitir aqueles que tentam, através de cargos públicos, através de mandatos, encontrar escudos para a não punição dos seus crimes. Nós vamos mostrar, por meio desta CPI, que o crime não compensa, que ninguém está acima da lei. Vamos buscar, vamos identificar e punir o mais rápido possível quem financiou, quem instigou, quem de algum modo se omitiu e deixou que vítimas tivessem seu patrimônio, a sua vida de algum modo atingida. Quero aqui, por fim, Sr. Presidente, pra concluir, sublinhar também que aqueles que aqui defendem as Forças Armadas, os policiais militares, que nesse momento possam unir forças. E lembremos... (Interrupção do som.)",1
"E lembremos aqui as dezenas, centenas de vítimas, policiais militares, inclusive desta Casa. Não foi só invasão ao Palácio do Planalto, mas também o Senado foi invadido, a Câmara de Deputados foi invadida, o Supremo Tribunal foi invadido. Foi, sim, um ato terrorista contra a democracia, contra as instituições de justiça, e é por essa razão que eu convoco todos para que possamos agir com responsabilidade. Lembro aqui a Policial Militar Marcela Pinno, que foi jogada de uma altura de mais de 3m e quase perdeu a vida. Basta chamar aqui para depor nesta Casa o Subtenente Beroaldo. E é por essa razão que peço a V. Exas. que, sem qualquer tipo de paixão ideológica que possa trazer V. Exas. à cegueira, sem qualquer tipo de argumento, sem fundamento...       12:28   R   Ora, tem aqui nesta CPMI Deputados que são, sim, investigados, que, de acordo com o Código de Processo Penal, não deveriam estar aqui, mas nós não levantamos essa questão de ordem. Tem aqui, nesta Casa, Deputado e Senador que são filhos do ex-Presidente da República Jair Bolsonaro, e, em nenhum momento, nós levantamos questão de ordem aqui por qualquer tipo de relação consanguínea para impedir as investigações. Nós queremos que essa investigação aconteça, aconteça o mais rápido possível e possamos, sim, dar voz àqueles que não são vistos e que neste momento não estão sendo lembrados. Vamos lutar por justiça e não vamos desistir do Brasil!",1
