fala,situacao
Eu não citei o nome de ninguém.,1
"Sr. Presidente, cumprimento a Mesa, os demais Parlamentares. Eu discordo completamente das falas do anterior Parlamentar. O relator... O plano de trabalho está incompleto e ainda apresenta um viés parcial e direcionado. Está mais para... não para um roteiro de investigações, mas para mérito de investigação já apresentado.       11:24   R   Há irregularidades, eu digo até inconstitucionalidades no plano de trabalho. Precisam ser sanadas não apenas verbalmente, mas expressamente, para a apresentação. O art. 58, §3º, da Constituição da República, que versa sobre as Comissões Parlamentares de Inquérito, diz expressamente que elas tratam de fato determinado e têm como base o fato determinado, exatamente o requerimento de abertura da CPI ou CPMI, que, infelizmente, com todo o respeito, a Senadora Eliziane não assinou e talvez tenha total desconhecimento. O que nós queremos aqui é que... Foi omitida a busca e a investigação das omissões quanto aos atos de quem deveria, tinha o dever de agir e não agiu. Está expresso no requerimento de abertura. Outra questão que está expressa no requerimento de abertura são as questões das mais de mil prisões em que há notícia de irregularidades e até grandes injustiças. Que elas estejam, então, no plano de trabalho para serem apuradas aqui. Há, no plano de trabalho, a questão dos financiamentos. Não está no requerimento, mas é evidente que há conexão e tem que ser apurado, assim como a identificação de todos os vândalos que depredaram, quebraram, causaram dano ao patrimônio, mas diligências em rodovias federais, atuação da PRF no âmbito das eleições... Não há qualquer possibilidade de construção de conexão com esta CPMI. Então, essas são as questões que devem ser emendadas no plano de trabalho para o prosseguimento. Outra questão que foi descartada: as sub-relatorias. Ora, se o Supremo Tribunal Federal, em que o Ministro Alexandre de Moraes conduz inquéritos do fim do mundo, inquéritos intermináveis, inquéritos que quebram o sistema acusatório, a legalidade, a ampla defesa, o devido processo legal e acumulam vários temas... Entretanto, na questão do 8 de janeiro, o Ministro Alexandre de Moraes dividiu o tema em sete inquéritos diferentes. Por que esta CPMI vai concentrar todos esses temas distintos e amplos em uma relatoria apenas? Isso, no mínimo, é contraproducente e gera ineficiência de todos os trabalhos. Outra questão são os anexos, que são requerimentos. Não há possibilidade de aprovação desses anexos junto ao plano de trabalho, porque são requerimentos. Estarei aqui autorizando a burlar uma pauta que está sendo colocada para amanhã, e não é a pauta de hoje. Outra questão é não se pedir, requerer os inquéritos, os procedimentos que estejam sob sigilo de Justiça. Nós temos poder, como CPI, CPMI, para essa atividade sigilosa. Há até previsão de sala secreta, recebimento e manuseio de documentos sigilosos. Portanto... (Soa a campainha.)",0
"... se desfazer dessas investigações seria contraproducente novamente. Poderia se fazer retrabalho, e não será como verificar o escorreito trabalho do Judiciário. Essas são as questões. Muito obrigado. (Palmas.)       11:28   R",0
"Obrigado, Deputado Delegado Ramagem. Concedo a palavra à Deputada Erika Hilton.",0
"Gente... Pessoal, vamos fazer silêncio enquanto a Deputada está com a palavra.",0
"... os verdadeiros responsáveis, incluindo, sim, o ex-Presidente da República Jair Bolsonaro, que incitou a violência contra a nossa democracia. Muito obrigada, Presidente.",1
"Obrigado, Deputada. Passo a palavra ao Deputado Carlos Sampaio.",0
"Sr. Presidente e Sra. Relatora, a quem cumprimento pelo esforço de tentar fazer um relatório, o que, de fato, não é uma medida fácil, que contenha todas as linhas de investigações, que são fundamentais para que tenhamos êxito nesse nosso intento. Como foi dito aqui por muitos, o nosso Regimento Comum da Câmara e do Senado assim como o Regimento Interno da Câmara e o Regimento Interno do Senado não trazem efetivamente quais são as funções de um plano de trabalho. E, portanto, cabe a todos nós aqui tomarmos o maior cuidado possível para não parecer que, em determinados momentos, ainda que involuntariamente, se exclua qualquer linha de investigação. Digo isso, Senadora, porque, de fato, acompanhei toda a sua leitura e seu zelo para fazer um relatório que pudesse ser aprovado no dia de hoje - e aprovado, inclusive, com o meu voto -, só que, para isso, penso que é importante frisarmos aquilo que já foi dito pelo Senador Esperidião Amin, pelo Delegado Ramagem e também pelo Filipe Barros, ou seja, a questão da omissão não está tendo a dimensão devida neste relatório. Veja-se: peguei aqui os itens 7 e 8 do relatório - do relatório, não; me perdoe -, do plano de trabalho apresentado por V. Exa. Constam aqui vários itens. Entre eles, por exemplo, consta a relação do Tenente-Coronel Mauro Cid com pessoas envolvidas com o fato determinado investigado, mas estranhamente não consta aqui a interferência ou a relação do General G. Dias com aqueles que também se omitiram no seu dever de atuar. Veja: o General G. Dias foi, num primeiro momento, flagrado entregando água e facilitando a vida de quem ingressou no Palácio - ele, que tinha o dever legal de proteger o Palácio. Então, foi ele quem, na fala do ex-Presidente Lula - penso eu -, abriu a porta. Ele abriu a porta para que adentrassem no Palácio, e depois se descobre que ele encaminhou ao Congresso Nacional informações nas quais omitiu as 11 mensagens que recebeu de alertas; alertas sobre a gravidade do fato. Ele omitiu deliberadamente. Por qual razão? Ele ou outras pessoas queriam omitir que pessoas do Governo soubessem disso?       11:36   R   Veja, não estou fazendo aqui nenhuma ilação; ao contrário, votarei favoravelmente ao plano de trabalho se V. Exa. fizer uma modificação específica, porque não é possível constar aqui a relação do Tenente-Coronel Mauro Cid com pessoas envolvidas e não constar a relação do General G. Dias com pessoas que se omitiram no seu dever de atuar. Percebam, a coisa é um pouco mais grave: o General G. Dias foi, por dois mandatos inteiros do Presidente Lula, chefe da sua segurança pessoal e indicado por ele para ser a pessoa responsável pela defesa do Palácio. Seria crível imaginar-se que, no dia 6, ele, que por oito anos foi chefe da segurança pessoal do Presidente, nesses oito anos mais esse início do seu mandato, tendo essas informações gravíssimas, não teria comentado com o Presidente Lula ou com qualquer outra pessoa que estivesse no seu entorno? Não é crível, mas também não farei uma ilação de que o Presidente sabia. O que nós precisamos é ter clara esta linha de investigação. Se estiver clara aqui a relação do General G. Dias com todos aqueles que se omitiram no seu dever de atuar, meu voto será favorável ao seu plano de trabalho, que foi criterioso, cuidadoso e pegou várias linhas de investigação, mas essa omissão pode gerar uma sensação... (Soa a campainha.)",0
"Eu queria pedir silêncio. Queria pedir silêncio lá atrás. A assessoria e o pessoal estão conversando e se orientando, mas isso acaba fazendo um eco, e fica difícil entender o que a Relatora está falando. Muito obrigado.",0
"Senadora, se me permite, só uma colocação. É na linha do que V. Exa. disse mesmo. Veja: V. Exa. realmente fez solicitações de documentos sigilosos e fez solicitações sobre o caso do G. Dias. É que quando apresenta a linha de investigação, em negrito está assim: ""Apresentamos as linhas gerais de investigação, sem prejuízo de que novos fatos [...]"", e aí se elencam alguns fatos e, dentre eles, a relação do Tenente-Coronel Cid com eventuais invasores, mas não se comenta da omissão que pode ter havido de órgãos de segurança. Se constasse ali em negrito esta omissão, tendo a mesma importância... Obviamente que tudo que V. Exa. colocou como linha de investigação são fatos gravíssimos e que nós temos que apurar. É que a inclusão da linha de investigação em negrito...",0
Eu gostaria que a gente desse prosseguimento porque tem uma lista muito ampla.,0
"... ao Deputado Carlos Sampaio que V. Exa. realmente acrescentou. De repente, V. Exa. até antecipou a fala de alguém. V. Exa. acrescentou aí, a Relatora simplesmente ouviu e entendeu, da sua experiência e tal. E V. Exa. acrescentou de maneira muito brilhante - e aqui falo também da minha experiência - o fato de que não há nada sob sigilo em investigação que não se venha a uma CPI. Toda CPI requer aquilo... Na verdade, uma CPI vira braço de investigações que já existem. Ela vira braço por causa da sua celeridade, pelo fato de ela mesma ser justiça e ser polícia. E ela acaba ajudando a dar celeridade.       11:44   R   Eu passo a palavra ao Deputado...",0
"Presidente, pela ordem. V. Exa. poderia fazer a leitura dos inscritos para fala?",1
"Posso. Agora tivemos o Deputado Carlos Sampaio, Deputado Aluísio Mendes, Deputada Duda, Deputado Rafael Brito, Deputado Rubens Pereira Júnior, Senador Eduardo Girão, Deputado André Fernandes, e depois começam os Parlamentares suplentes.",0
E a Senadora... Mas quem escreveu o seu nome aqui acho que foi um chinês. Senadora Soraya Thronicke. (Intervenção fora do microfone.),0
"É que escreveram de caneta, nem um médico lê. Com a palavra o Deputado Aluísio Mendes.",0
Sr. Presidente.,1
"Não, desculpe-me. É a Deputada Duda agora. Desculpe-me.",0
"Presidente, em primeiro lugar, eu queria só fazer uma pergunta antes de começar a contar meu tempo. Já está contando. Vai ser votado o relatório? É isso? Porque eu vi vários colegas de um lado e de outro falando...",0
"Tudo bem, Sr. Presidente. Eu queria primeiro começar esta minha fala dizendo o seguinte: nós podemos ser adversários no campo da política, jamais inimigos. Nós somos filhos do mesmo Deus. Então eu acredito que o respeito aqui é muito importante aos colegas. Não existe Parlamentar de primeira, Parlamentar de segunda. Eu acabei de ouvir um colega falando, e eu respeito o que ele fala, mas permita-me discordar frontalmente, quando ele diz que o Governo é vítima, o Governo Lula é vítima disso tudo. Ora, se fosse vítima, o Governo Lula não sabotaria, boicotaria, como fez com esta Comissão desde o início. Parlamentares denunciaram que receberam oferta de cargo, de dezenas de milhões de reais, a imprensa noticiou isso, para retirar assinatura. Se o Governo quisesse uma investigação disso, isso teria acontecido há muito mais tempo. Não precisaria de vazamento de imagens na CNN, como aconteceu. Agora, nós temos que observar os sinais - observar os sinais. Esta CPMI é composta mais da metade, 53%, Senador Esperidião Amin, de Parlamentares que não assinaram esta CPMI, não queriam. Aí, de uma hora para outra, ocupam, invadem - faz parte do jogo. Também nós temos... Com todo o respeito ao estado pelo qual eu tenho o maior carinho, que é o Maranhão, maior carinho - estava conversando com o Deputado colega aqui, explicando momentos da minha vida lá -, mas o Maranhão é o estado, junto com São Paulo, que mais tem Parlamentares. Aí a gente fica imaginando: é querer blindar o Ministro da Justiça? Essa é uma pergunta que lá fora as pessoas fazem. O relatório da Senadora Eliziane Gama, por quem eu nutro respeito, está tendo dois pesos e duas medidas. Por isso é que muitas pessoas falam, num ato falho, relatório. Não é. É um plano de trabalho. Deixamos claro isso. Agora, não pode ter, como colocou o Deputado Carlos Sampaio aqui, um peso de tirar a mão do Governo. As omissões têm que ser investigadas com responsabilidade por esta Casa. Está aí o relatório da Abin, que o Senador Amin colocou agora há pouco, que é uma pulga atrás da orelha, todo mundo quer saber. E eu fico preocupado, Senador, porque o senhor falou que servidores do STF receberam esse relatório. Eu fico imaginando aqui, na época das inserções que foram de um candidato da República subtraídas e se procurou fazer debate sobre isso aqui nesta Casa, o servidor foi exonerado, porque recebeu, eu fico preocupado, se é que isso vai acontecer agora. Agora, Presidente Arthur Maia, o senhor tem sido pautado pelo equilíbrio, pela imparcialidade - isso é público e notório dos colegas aqui -, mas eu queria lhe pedir uma coisa, porque nós estamos aqui para fazer o nosso trabalho, cumprir o nosso dever: nós precisamos ter acesso, sim, à questão das investigações que estão sob sigilo, porque é justamente esse o problema! O Brasil não tem justiça hoje. No Brasil, não se respeitam os direitos de quem foi preso, o devido processo legal, advogados não têm acesso aos autos. Nós não podemos aceitar! Independentemente de se é de direita, se é de esquerda, se é de centro, eu sou partidário de que quem errou tem que ser punido, seja de qualquer orientação ideológica, nisso tudo.       12:04   R   (Soa a campainha.)",0
"... Senador Girão, que mais parece um relatório, e não um plano de trabalho, abro aspas: ""Não se tratou de uma ação de amadores ou de uma trapalhada qualquer: foi uma tentativa de ato terrorista que somente não se completou em virtude de um erro técnico no sistema de acionamento do artefato implantado [...]"". É um relatório conclusivo, Sr. Presidente? É um relatório conclusivo ou é um plano de trabalho? Volto a teclar nisso. Vejo aqui vários dizendo: ""Não foi trapalhada, atentado terrorista; são todos criminosos, devem permanecer presos; 25 anos de cadeia"". Tem um jovem chamado - e aqui é para concluir, Sr. Presidente -, um jovem chamado Jean de Brito da Silva. Para concluir, Sr. Presidente. Esse foi preso ainda no dia 8 de janeiro, no gramado aqui, na sede dos três Poderes; tenho aqui o número de inquérito. (Intervenção fora do microfone.)",0
"Não, ela interrompeu a minha palavra. Então, só para concluir; em 30 segundos, eu concluo, Sr. Presidente.",0
"Obrigado, Presidente.",0
Rogério Correia.,0
"Presidente, me permita uma brevíssima colocação? (Fora do microfone.) A Senadora Soraya tem o mérito de ter sido o primeiro Parlamentar que eu conheço que pediu a CPI no dia 10 de janeiro, na nossa reunião extraordinária. Quando a senhora falou sobre abrir ou não a Esplanada, eu queria só introduzir uma palavra que a Presidente... que a Relatora deveria aproveitar. Existe um protocolo, o protocolo das forças de segurança, inclusive da Força Nacional, que foi estabelecido por ocasião do impeachment da Presidente Dilma. De lá até hoje, esse protocolo tem sido aperfeiçoado.       12:20   R",0
"... os requerimentos. E tem vários requerimentos que não estão nesta pauta, e nós vamos... Eu não teria nenhuma dificuldade em aprovar os requerimentos, ressalvados os demais que deverão ser também aprovados, mas estamos levando o plano de trabalho, um plano com 80 páginas... E dizer que está perfeito, sem uma análise mais profunda... (Soa a campainha.)",0
Sr. Presidente...,0
"Sr. Presidente, questão de ordem, por gentileza. Aqui, Sr. Presidente. Aqui!",1
"Sr. Presidente, existe uma questão de ordem que foi... Por gentileza! O art. 39 diz que a discussão se encerrará após falar o último orador inscrito, e o seu §1º: ""A discussão poderá ser encerrada a requerimento escrito de Líder ou de 10 (dez) membros de cada Casa, após falarem, no mínimo, 4 (quatro) Senadores e 6 (seis) Deputados"". Eu pediria a V. Exa., para a gente não perder o quórum, para proceder à votação do plano de trabalho, e continuaria, obviamente, a discussão...",1
"É regimental, Sr. Presidente.",1
"Abra a votação, e a discussão vai continuando. A preocupação é com a derrubada do quórum...",1
"Sr. Presidente, aqui. Eu entendo perfeitamente, eu estou aqui para contribuir. Agora, eu só pediria, para uma questão ética, que fosse consultado o Líder do Governo no Congresso, porque ele é o autor do requerimento.",1
"Por mim, não vejo problema.",1
"Presidente, só uma questão complementar, que é sobre o processo de votação. V. Exa. encaminha para que nós votemos em separado o plano de trabalho e em seguida os requerimentos. A contestação nossa é neste sentido, que nós votemos... Não tem como separar do plano da Relatora os requerimentos que ela propõe, porque dão sequência e coerência ao plano que ela apresentou.",1
"Presidente, me permita, por favor.",0
V. Exa. pode garantir minha palavra?,0
"Presidente, é regimental: o requerimento foi apresentado...",1
V. Exa. deixou ele falar...,1
V. Exa. escolhe quem fala e quem não fala.,1
"Presidente, eu não concordo. Tem um requerimento sobre a mesa, é regimental.",1
"Presidente, tem uma tentativa de acordo... Presidente!",1
"Por quê? Como V. Exa. não vai colocar o requerimento em votação? Só se o requerimento for retirado, Presidente. Não tem condições.",1
Tem que votar o requerimento!,1
"Tem nove companheiros inscritos aqui, colegas, Deputados, Deputadas, Senadores. Por que não ouvi-los? Todos estamos aqui...",0
Tem que votar o requerimento. Só o autor pode retirar.,1
... e viemos aqui...,0
"Sr. Presidente! Sr. Presidente, se depender de mim, eu retiro a questão de ordem.",1
"Sr. Presidente, sou eu, Sr. Presidente. (Tumulto no recinto.)",0
"É questão de ordem, Presidente, é uma questão regimental! Se o requerimento não foi retirado....",1
"Presidente, se o requerimento não foi retirado, tem que colocá-lo em votação....",1
"Mas como V. Exa. vai fazer com o Regimento, Presidente?",1
"Sr. Presidente, o Regimento é claro nesse caso, V. Exa. tem que cumprir o Regimento.",1
"Sr. Presidente, é fácil e desrespeitoso dos demais membros desta CPMI...",0
Desrespeitoso é não...,1
"Presidente, V. Exa. dá a palavra para quem quer, corta a palavra de quem quer...",1
"Sr. Presidente, é a minha vez de falar. Deputado, seja educado, o senhor é um professor! Seja educado!",0
Eu peço é ao Presidente que siga o Regimento...,1
"Isso é desrespeitoso, se o requerimento...",1
"Sr. Presidente, parabéns e obrigado. Sr. Presidente, um breve relato dos fatos de 8 de janeiro para cá. Presidente Lula, em reunião com Governadores e membros dos demais Poderes, afirma para a imprensa que investigaria e puniria os responsáveis pelos atos.       12:36   R   General G. Dias, Ministro do GSI, declara ao Presidente Lula que as câmeras do Palácio do Planalto estavam quebradas e que não tinham imagens. Presidente Lula decreta sigilo sobre as câmeras. Ministro Flávio Dino, do Ministério da Justiça, publica em seu Twitter que estava no Ministério assistindo à quebradeira que ocorria em frente à sua sala. André Fernandes, Deputado do Ceará, propõe a CPMI. Governo Lula tenta cooptar Deputados com cargos em ministérios, autarquias, bancos públicos, para que retirassem e sabotassem a CPMI, mas a CPMI foi aprovada. Sessão do Congresso é adiada, postergada, empurrada e evitada até o último momento. CNN, que fez um brilhante trabalho - parabéns à Imprensa Nacional e parabéns à CNN -, publica imagens pressionando, deixando o Congresso Nacional nas cordas, nas paredes. Precisava, então, instalar a CPMI. Folha de S.Paulo publica matéria com documentos que comprovam avisos da Abin (Agência Brasileira de Inteligência) - as imagens que mostram conivência, parcimônia, inação, omissão, por parte de autoridades do Governo Federal e autoridades policiais. Governistas ganham mais tempo não indicando membros para a CPMI - isso tudo ""barrigando"", postergando, atrasando. Relatório é enviado a esta CPMI com graves supressões, como já bem disse o Senador Esperidião Amin lá no Plenário, de mensagens que demonstram que autoridades não só sabiam como cruzaram os braços, deixando, permitindo e torcendo pelo que ocorreu dia 8 de janeiro. As falas em golpe de Estado... Ora, Senador Magno Malta, golpe de Estado com bandeira? Quem é que... Domingo, golpe de Estado domingo? Não tinha autoridade em Brasília. Golpe de Estado... A D. Ruth, aqui do Gama, de 62 anos, ia pegar a bandeira dela do Brasil, arrebentar as forças policiais, sentar na cadeira do Lula e falar: ""eu sou Presidente"". É isso que está aqui nessa narrativa ridícula. Falaram que era golpe de Estado, mas golpe de Estado sem militares, polícias, guerrilhas e milícias? Quem conhece um pouquinho de história - e aqui, dentro desta sala, não tem bobo - sabe que qualquer golpe de Estado começa com Forças Armadas; com arma, com tiro, com bomba. Não aconteceu, foram bandeiras. Não tinha uma arma na Esplanada dos Ministérios. Então, o que ouvimos aqui, Sr. Presidente, é quiromancia, futurologia e adivinhação, aliás, práticas satânicas declaradas pela Bíblia Sagrada - a qual a nossa Senadora Eliziane Gama conhece. A população está dividida, Sr. Presidente, conforme o resultado das urnas. Manifestaram preocupação e indignação pelos membros desta Comissão escolhidos, visto que são, em maioria, governistas. Por fim, com bom senso, já parabenizo o Sr. Presidente pela admissão do Senador Magno Malta, que dá equilíbrio às forças. No entanto, na fala da Senadora Eliziane Gama, a qual... (Soa a campainha.)",0
É exatamente o que a esquerda americana fez em 6 de janeiro. Obrigado.,0
"... nas comunidades, e um salve geral foi passado para todos dizendo que era para votar no outro tipo de candidato. Sr. Presidente, retiraram de trás das grades um condenado de três instâncias, por vários juízes, para ser um candidato do então Governo que aí está. Sr. Presidente, milhares de inserções de rádios na campanha eleitoral deixaram de ser veiculadas do candidato dos conservadores. Por conta de todas essas coisas, essas pessoas se viram aflitas, abandonadas, e foram para a frente dos quarteis pedir ajuda, como determina a Constituição Federal; pessoas honestas e pessoas que estavam ali sem nenhum tipo de arma pesada. Chamá-las de golpistas é crime, é crueldade. E os olhos de Deus estão vendo tudo isso. Que esta CPI faça de fato justiça, e não, mais uma vez, haja como justiceiros com pessoas que não têm, como nós, o direito de fala e poder se defender. Esta é minha fala, Sr. Presidente. Muito obrigado.",0
Presidente... Presidente...,1
"Presidente, só rápida questão de ordem.",1
"O requerimento que apresentamos é nos termos regimentais do Regimento Comum, conforme o art. 39, §1º, do Regimento Comum.",1
"Perfeitamente, retirado o requerimento.",1
Em respeito...,1
"Sr. Presidente, não entendi. Votação em globo...",0
"Pela ordem, Sr. Presidente.",0
Pela ordem. É só para entender mesmo. Não entendi. Votação em globo?,0
O relatório com os anexos?,0
Com os anexos ou sem os anexos?,0
Mas eu só queria pedir...,0
Não só...,0
"Rapidamente, só para entender. Os partidos vão continuar fazendo a sua orientação, óbvio, né?",0
Perfeito.,0
Perfeito.,0
"Não foi citado. Não foi. Vestiu a carapuça, Senador.",0
O único juiz parcial.,1
"... Sras. e Srs. Parlamentares, minha cara Senadora, minha Relatora Eliziane, parece-me que, embora acho que V. Exa. imbuída de boas intenções, mas, como plano de trabalho, o relatório que V. Exa. apresenta traz termos afirmativos, mesmo tirados de outras peças que já estão em procedimento, o que não é tecnicamente orientado para um plano de trabalho. Afinal de contas, a nossa Comissão, a razão da existência dela é o processo investigativo. E não posso partir da premissa que uma afirmação no imperativo inclusive seja o melhor caminho a ser adotado. Essa é minha observação que eu faço quanto ao plano de trabalho apresentado por V. Exa. Ao mesmo tempo... Sr. Presidente, eu peço aí o tempo.",0
"Sr. Presidente, boa tarde! Quero cumprimentar o senhor pela condução dos trabalhos. Eu não posso deixar de externar aqui... (Soa a campainha.)",0
"Um minuto? Não posso deixar de externar aqui a minha insatisfação com relação a esse plano de trabalho, que, por muitos aqui... Acredito que por um equívoco, mas não os culpo, de citar como se fosse um relatório, até mesmo porque é completamente, aqui, enviesado, e o próprio plano de trabalho contradiz a si mesmo. Na p. 5, você tem aqui, de acordo com o §3º, art. 58 da Constituição, que diz que não exploraremos teorias, versões ou narrativas. Contudo, no próprio plano de trabalho ou relatoria, você tem aqui um pedido de escopo de investigação de algo que foge da cronologia dos fatos, colocando aqui a atuação de ex-Ministro Anderson Torres com relação à PRF. Você tem aqui, por exemplo, o alvo dessa investigação, as manifestações públicas em redes sociais de agentes públicos contra o resultado das eleições. Ora, o que tem a ver o que um Deputado postou aqui a respeito de resultado das eleições? Antes nós não poderíamos questionar o lockdown; depois, não se poderia questionar a obrigatoriedade da vacina; depois não se pode questionar resultado das eleições. Até quando? Daqui a pouco, vai chegar de fato a você não poder questionar a privação da sua liberdade. Então, isso aqui foge completamente do escopo do que está sendo dito aqui. O próprio Deputado do PT, elogiando o relatório, mostra as falhas desse plano de trabalho. Não tem cronograma; ele exclui por completo as sub-relatorias, e eu não posso deixar de externar aqui a insatisfação, não somente minha, Presidente, mas dos outros demais colegas, com relação à parcialidade da Relatora. Isto aqui não é um ataque de sexos, de ""ah, porque ela é mulher"". Não, pelo contrário; tem que parar de ficar usando sexo como escudo de não conseguir ouvir a verdade.       13:12   R   Infelizmente, a Mesa necessita de ter uma imparcialidade, e a gente não vê isso da Relatora, que, além de amiga, deixou bem claro, no primeiro dia aqui de reunião, chamando as pessoas ali que invadiram de golpistas bolsonaristas. Ora, já tem um ultimato desse relatório? E o pior: a própria Mesa não conhecia o plano de trabalho! O Senador Magno Malta disse aqui que nem tinha conhecimento do plano de trabalho, assim como os demais. Como a gente vai pegar 80 páginas, tanto de requerimentos como de plano de trabalho, e sair aprovando aqui, na luz do dia, como se isso aqui fosse um mero requerimento? Por exemplo: você tem aqui a p. 1, 4, a 15, a 21, a 23, 54, 55 e 57, em que você tem diversos requerimentos aqui, Sr. Presidente, que não falam quem são as pessoas! Você tem a inquirição do Sr. Joveci Xavier de Andrade. Quem que é esse cara? Ninguém sabe! Você tem aqui o Sr. José Carlos Pedrassani. Quem é esse cara? Ninguém sabe! Você tem aqui, no mínimo, dez páginas de pessoas que estão sendo inquiridas sem ao menos justificar quem são essas pessoas! E agora, com relação às várias acusações que nós estamos recebendo aqui... Inclusive vi de um Senador, de um Deputado petista dizendo para poder chamar, convocar o ex-Presidente Jair Messias Bolsonaro. Eu sei que a CPMI não tem a competência de convocar o atual Presidente da República, mas também deixo aqui, afinal de contas, o convite ao Lula, porque ele é o chefe! Porque, se houve algum tipo de omissão, como, por exemplo, do GSI ou do Ministro da Justiça, quem responde por isso é o Sr. Lula! Então, tenho certeza de que a posição, a base do Governo, não terá nenhum tipo de receio, medo, de chamar aqui esse ex-presidiário. Ouvi aqui dizendo que nós estamos estimulando a democracia. Senhores, semana passada vocês estavam recebendo Nicolás Maduro aqui no Brasil. Está de sacanagem de querer ficar taxando senhores e senhoras aqui como terroristas? Peraí! Que narrativa mais fajuta! Isso só cola na cabeça da esquerda, de pessoas mentirosas, porque, se mentira fosse... (Soa a campainha.)",0
"Obrigada, Presidente. Quero falar para a Senadora, cumprimentar o plano de trabalho e dizer que o plano de trabalho podia ir inclusive ainda mais longe. Infelizmente, o que nós vimos aqui, de uma parte minoritária da composição da CPMI, de pessoas que deveriam estar na CPMI na condição de investigado, e não investigador... Tem no mínimo uns três que têm queixa-crime no Supremo Tribunal Federal, que têm pedido de cassação de mandato e que usaram as suas redes sociais e a sua força política para estimular os atos golpistas e querem se vender aqui em pele de cordeiro, como se grandemente preocupados estivessem com a verdade. Mas, se preocupados estivessem com a verdade, nós deveríamos ir mais longe, por exemplo, na forma de que, durante a pior pandemia da nossa história, a de covid-19, o Presidente promovia e fazia atos golpistas na frente do Palácio do Planalto pedindo o fechamento de liberdades democráticas com atos e bandeiras claramente golpistas. Nós podemos ir naquela reunião com os embaixadores. Aliás, o Bolsonaro tem um depoimento dia 22 de junho, desse mês, em que ele utilizou o seu mandato e estrutura do Palácio do Planalto para criar uma teoria da conspiração para justificar uma base minoritária. Aceitem, aceitem que dói menos. Não é que não teve tiro porque não tinha gente querendo golpe. É porque vocês não tinham força social, Eduardo Bolsonaro, porque foram derrotados pelo povo brasileiro na eleição, em dois turnos, e depois as manifestações foram minoritárias - mas de tresloucados, de gente claramente golpista, disposta a fazer atos de barbárie e de vandalismo. E agora vocês tentam criar uma narrativa para relativizar a gravidade do que aconteceu em Brasília no dia 8 de janeiro e atuar aqui como advogado de defesa de quem está preso pelos atos golpistas que promoveu, praticou ou financiou. É claro, falta gente ainda ser responsabilizada, falta gente ser responsabilizada, gente que fomentou esse discurso...       13:28   R   (Soa a campainha.)",1
"Pois não. Obrigado, Presidente. Boa tarde a todos e a todas. Talvez por inexperiência, as pessoas inclusive tenham reiterado o relatório da Senadora Eliziane Gama. É bom lembrar que o plano de trabalho é um roteiro de viagem, não é a viagem. E, nesse excelente plano de trabalho - e o PSOL, através da Deputada Erika, vai votar a favor aqui -, nós temos toda a possibilidade, esse coletivo, de investigar atos e omissões, palavras e atitudes, obstruções e fraudes, tudo o que se apontou aqui, ao longo dessa longa manhã, que já entra pela tarde, pode ser investigado e deve ser investigado pela CPMI. O plano de trabalho não veda nada, depende da competência e da veracidade do que se apontar aqui. Oito de janeiro não foi um raio em céu azul. Entendam os golpes do século XXI, eles não são necessariamente com armas, não basta um tanque e dois soldados para fechar o Supremo. Isso é golpe de antigamente - admira-me jovens não perceberem isso. Hoje tem uma série de maquinações, de narrativas falsas, de fake news, de instrumentalização da população, para fazer golpe. Não foi o 8 de janeiro um evento de patriotas desesperados, senhorinhas com bandeiras de pano, porque elas não dariam golpe. Isso é uma visão, claro, tosca ou ingênua, que não se sustentará aqui. Houve, sim, um acumulado, não é um raio em céu azul. O Brasil tem um histórico de golpismo, e tem fatos recentes que contribuem para isso, que a Relatora muito bem elencou para que se investigue. Portanto, a verdade vai triunfar. Não a verdade absoluta... (Soa a campainha.)",1
E outros que sejam protocolados...,0
Outros requerimentos...,0
Sim.,1
"Presidente, apenas para esclarecer...",1
"Eu apresentei oito requerimentos solicitando os inquéritos que estão no Supremo Tribunal Federal, mas fiz questão de colocar os inquéritos na sua parte que não está sob sigilo. Então, eu gostaria que esses fossem mantidos.",1
"Eu só quero fazer uma observação exatamente sobre requerimentos. Eu acho que há requerimentos que a própria Senadora apresentou e requerimentos que outros apresentaram, inclusive apresentados por mim, que estão incompletos quanto aos textos disponíveis a respeito desse assunto, do assunto 8 de janeiro, no âmbito da CCAI, da Comissão Mista de Controle das Atividades de Inteligência, e não foi incluído pela senhora e também não foi incluído por mim: o despacho do Ministro Alexandre de Moraes, liberando... (Intervenção fora do microfone.)",0
"Não, esse não está incluído - ... liberando a entrega dos relatórios da Abin para os quais a senhora pediu quebra de sigilo e eu também. Então, só o despacho do Ministro Alexandre de Moraes eu peço para incluir, como complemento dos Relatórios 2 e 3. (Interrupção do som.)",0
O despacho...,0
